query numFound  QTime
id:[2000000 TO 2000900] 3785  51
id:[2000000 TO 2002700] 19120 13
id:[2000000 TO 2005400] 34730 20
id:[2000000 TO 2009000] 54306 28
id:[2000000 TO 2013500] 88639 47
id:[2000000 TO 2018900] 140727  89
id:[2000000 TO 2025200] 166555  119
id:[2000000 TO 2032400] 178628  124
id:[2000000 TO 2040500] 194355  144
id:[2000000 TO 2049500] 214927  164
id:[2000000 TO 2059400] 236232  190
id:[2000000 TO 2070200] 263871  231
id:[2000000 TO 2081900] 286793  248
id:[2000000 TO 2094500] 326941  309
id:[2000000 TO 2108000] 375870  363
id:[2000000 TO 2122400] 429033  475
id:[2000000 TO 2137700] 481047  592
id:[2000000 TO 2153900] 501131  656
id:[2000000 TO 2171000] 522353  662
id:[2000000 TO 2189000] 549665  719
id:[2000000 TO 2207900] 587572  811
id:[2000000 TO 2227700] 632428  932
id:[2000000 TO 2248400] 679791  1543
id:[2000000 TO 2270000] 708532  1148
id:[2000000 TO 2292500] 736208  1235
id:[2000000 TO 2315900] 795731  1271
id:[2000000 TO 2340200] 855068  1572
id:[2000000 TO 2365400] 911999  1881
id:[2000000 TO 2391500] 942712  1736
id:[2000000 TO 2418500] 993294  2009
id:[2000000 TO 2446400] 1052296 2332
id:[2000000 TO 2475200] 1111191 2562
id:[2000000 TO 2504900] 1153837 2773
id:[2000000 TO 2535500] 1191462 3748
id:[2000000 TO 2567000] 1235897 3238
id:[2000000 TO 2599400] 1285482 3530
id:[2000000 TO 2632700] 1319416 3775
id:[2000000 TO 2666900] 1350093 3946
id:[2000000 TO 2702000] 1385880 4376
id:[2000000 TO 2738000] 1439099 5819
id:[2000000 TO 2774900] 1482659 5003
id:[2000000 TO 2812700] 1510214 5046
id:[2000000 TO 2851400] 1549948 6572
id:[2000000 TO 2891000] 1585774 6146
id:[2000000 TO 2931500] 1608289 6314
id:[2000000 TO 2972900] 1654232 6673
id:[2000000 TO 3015200] 1686716 8446
id:[2000000 TO 3058400] 1710755 7302
id:[2000000 TO 3102500] 1753260 9967
id:[2000000 TO 3147500] 1786770 8453
id:[2000000 TO 3193400] 1810312 8667
id:[2000000 TO 3240200] 1846799 10553
id:[2000000 TO 3287900] 1879427 9498
id:[2000000 TO 3336500] 1904054 11560
id:[2000000 TO 3386000] 1936924 10687
id:[2000000 TO 3436400] 1967576 12781
id:[2000000 TO 3487700] 1997253 11737
id:[2000000 TO 3539900] 2015910 13029
